id,emoji,codepoints,name_en,name_ja,en_flag,importance,category,category_ja,subcategory,subcategory_ja,unicode_version,abstract_group_id,abstract_group_role,abstract_variant_kind,abstract_is_source,abstract_group_key,direct_ja,visual_ja,context_ja,symbolic_ja,emotion_ja,action_ja,culture_ja,search_ja,meaning_ja,usage_ja,impression_ja,class_ja,hidden_variant,variant_kind
1581,🧍🏻‍♀️,1F9CD;1F3FB;200D;2640;FE0F,woman standing: light skin tone,立つ人,,1,People & Body,人と体,person-activity,活動する人,12,1568,variant,skin_gender,0,standing,人;活動する人;立つ人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;立つ人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;立つ人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1582,🧍🏼‍♀️,1F9CD;1F3FC;200D;2640;FE0F,woman standing: medium-light skin tone,立つ人,,2,People & Body,人と体,person-activity,活動する人,12,1568,variant,skin_gender,0,standing,人;活動する人;立つ人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;立つ人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;立つ人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1583,🧍🏽‍♀️,1F9CD;1F3FD;200D;2640;FE0F,woman standing: medium skin tone,立つ人,,1,People & Body,人と体,person-activity,活動する人,12,1568,variant,skin_gender,0,standing,人;活動する人;立つ人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;立つ人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;立つ人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1584,🧍🏾‍♀️,1F9CD;1F3FE;200D;2640;FE0F,woman standing: medium-dark skin tone,立つ人,,1,People & Body,人と体,person-activity,活動する人,12,1568,variant,skin_gender,0,standing,人;活動する人;立つ人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;立つ人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;立つ人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1585,🧍🏿‍♀️,1F9CD;1F3FF;200D;2640;FE0F,woman standing: dark skin tone,立つ人,,1,People & Body,人と体,person-activity,活動する人,12,1568,variant,skin_gender,0,standing,人;活動する人;立つ人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;立つ人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;立つ人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1586,🧎,1F9CE,person kneeling,正座する人,,2,People & Body,人と体,person-activity,活動する人,12,1586,source,gender,1,kneeling,人;活動する人;正座する人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;正座する人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;正座する人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1587,🧎🏻,1F9CE;1F3FB,person kneeling: light skin tone,正座する人（薄い肌色）,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;正座する人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;正座する人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;正座する人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1588,🧎🏼,1F9CE;1F3FC,person kneeling: medium-light skin tone,正座する人（やや薄い肌色）,,2,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;正座する人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;正座する人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;正座する人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1589,🧎🏽,1F9CE;1F3FD,person kneeling: medium skin tone,正座する人（中間の肌色）,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;正座する人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;正座する人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;正座する人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1590,🧎🏾,1F9CE;1F3FE,person kneeling: medium-dark skin tone,正座する人（やや濃い肌色）,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;正座する人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;正座する人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;正座する人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1591,🧎🏿,1F9CE;1F3FF,person kneeling: dark skin tone,正座する人（濃い肌色）,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;正座する人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;正座する人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;正座する人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1592,🧎‍♂️,1F9CE;200D;2642;FE0F,man kneeling,ひざまずく人,,2,People & Body,人と体,person-activity,活動する人,12,1586,variant,gender,0,kneeling,人;活動する人;ひざまずく人;男性,全身;動き;男,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;男性;全身;動き;男;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;男性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;男,人と体;活動する人,,
1593,🧎🏻‍♂️,1F9CE;1F3FB;200D;2642;FE0F,man kneeling: light skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;ひざまずく人;男性,全身;動き;男,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;男性;全身;動き;男;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;男性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;男,人と体;活動する人,,
1594,🧎🏼‍♂️,1F9CE;1F3FC;200D;2642;FE0F,man kneeling: medium-light skin tone,ひざまずく人,,2,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;ひざまずく人;男性,全身;動き;男,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;男性;全身;動き;男;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;男性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;男,人と体;活動する人,,
1595,🧎🏽‍♂️,1F9CE;1F3FD;200D;2642;FE0F,man kneeling: medium skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;ひざまずく人;男性,全身;動き;男,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;男性;全身;動き;男;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;男性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;男,人と体;活動する人,,
1596,🧎🏾‍♂️,1F9CE;1F3FE;200D;2642;FE0F,man kneeling: medium-dark skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;ひざまずく人;男性,全身;動き;男,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;男性;全身;動き;男;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;男性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;男,人と体;活動する人,,
1597,🧎🏿‍♂️,1F9CE;1F3FF;200D;2642;FE0F,man kneeling: dark skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;ひざまずく人;男性,全身;動き;男,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;男性;全身;動き;男;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;男性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;男,人と体;活動する人,,
1598,🧎‍♀️,1F9CE;200D;2640;FE0F,woman kneeling,ひざまずく人,,2,People & Body,人と体,person-activity,活動する人,12,1586,variant,gender,0,kneeling,人;活動する人;ひざまずく人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1599,🧎🏻‍♀️,1F9CE;1F3FB;200D;2640;FE0F,woman kneeling: light skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;ひざまずく人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1600,🧎🏼‍♀️,1F9CE;1F3FC;200D;2640;FE0F,woman kneeling: medium-light skin tone,ひざまずく人,,2,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;ひざまずく人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1601,🧎🏽‍♀️,1F9CE;1F3FD;200D;2640;FE0F,woman kneeling: medium skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;ひざまずく人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1602,🧎🏾‍♀️,1F9CE;1F3FE;200D;2640;FE0F,woman kneeling: medium-dark skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;ひざまずく人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1603,🧎🏿‍♀️,1F9CE;1F3FF;200D;2640;FE0F,woman kneeling: dark skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,12,1586,variant,skin_gender,0,kneeling,人;活動する人;ひざまずく人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
1604,🧎‍➡️,1F9CE;200D;27A1;FE0F,person kneeling facing right,ひざまずく人,,2,People & Body,人と体,person-activity,活動する人,15.1,1604,source,gender,1,kneeling facing right,人;活動する人;ひざまずく人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1605,🧎🏻‍➡️,1F9CE;1F3FB;200D;27A1;FE0F,person kneeling facing right: light skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,15.1,1604,variant,skin_gender,0,kneeling facing right,人;活動する人;ひざまずく人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1606,🧎🏼‍➡️,1F9CE;1F3FC;200D;27A1;FE0F,person kneeling facing right: medium-light skin tone,ひざまずく人,,2,People & Body,人と体,person-activity,活動する人,15.1,1604,variant,skin_gender,0,kneeling facing right,人;活動する人;ひざまずく人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1607,🧎🏽‍➡️,1F9CE;1F3FD;200D;27A1;FE0F,person kneeling facing right: medium skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,15.1,1604,variant,skin_gender,0,kneeling facing right,人;活動する人;ひざまずく人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1608,🧎🏾‍➡️,1F9CE;1F3FE;200D;27A1;FE0F,person kneeling facing right: medium-dark skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,15.1,1604,variant,skin_gender,0,kneeling facing right,人;活動する人;ひざまずく人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1609,🧎🏿‍➡️,1F9CE;1F3FF;200D;27A1;FE0F,person kneeling facing right: dark skin tone,ひざまずく人,,1,People & Body,人と体,person-activity,活動する人,15.1,1604,variant,skin_gender,0,kneeling facing right,人;活動する人;ひざまずく人,全身;動き,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;全身;動き;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き,人と体;活動する人,,
1610,🧎‍♀️‍➡️,1F9CE;200D;2640;FE0F;200D;27A1;FE0F,woman kneeling facing right,ひざまずく人,,2,People & Body,人と体,person-activity,活動する人,15.1,1604,variant,gender,0,kneeling facing right,人;活動する人;ひざまずく人;女性,全身;動き;女,運動;趣味;外出;日常,活動;挑戦,,動く,,人;活動する人;ひざまずく人;女性;全身;動き;女;運動;趣味;外出;日常;活動;挑戦;動く,人;活動する人;ひざまずく人;女性;活動;挑戦,運動;趣味;外出;日常;動く,全身;動き;女,人と体;活動する人,,
