id,emoji,codepoints,name_en,name_ja,category,category_ja,subcategory,subcategory_ja,unicode_version,tags_ja,scenes_ja,tone_ja,assoc_ja,en_flag,importance
1624,🧑🏼‍🦯,1F9D1 1F3FC 200D 1F9AF,person with white cane: medium-light skin tone,杖をついた人（やや薄い肌色）,People & Body,人と体,person-activity,活動する人,12.1,アクセシビリティ;やや薄い肌色;杖をついた人;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;やや薄い肌色;杖をついた人;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,2
1625,🧑🏽‍🦯,1F9D1 1F3FD 200D 1F9AF,person with white cane: medium skin tone,杖をついた人（中間の肌色）,People & Body,人と体,person-activity,活動する人,12.1,アクセシビリティ;中間の肌色;杖をついた人;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;中間の肌色;杖をついた人;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,1
1626,🧑🏾‍🦯,1F9D1 1F3FE 200D 1F9AF,person with white cane: medium-dark skin tone,杖をついた人（やや濃い肌色）,People & Body,人と体,person-activity,活動する人,12.1,アクセシビリティ;やや濃い肌色;杖をついた人;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;やや濃い肌色;杖をついた人;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,1
1627,🧑🏿‍🦯,1F9D1 1F3FF 200D 1F9AF,person with white cane: dark skin tone,杖をついた人（濃い肌色）,People & Body,人と体,person-activity,活動する人,12.1,アクセシビリティ;杖をついた人;濃い肌色;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;杖をついた人;濃い肌色;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,1
1628,🧑‍🦯‍➡️,1F9D1 200D 1F9AF 200D 27A1 FE0F,person with white cane facing right,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
1629,🧑🏻‍🦯‍➡️,1F9D1 1F3FB 200D 1F9AF 200D 27A1 FE0F,person with white cane facing right: light skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1630,🧑🏼‍🦯‍➡️,1F9D1 1F3FC 200D 1F9AF 200D 27A1 FE0F,person with white cane facing right: medium-light skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
1631,🧑🏽‍🦯‍➡️,1F9D1 1F3FD 200D 1F9AF 200D 27A1 FE0F,person with white cane facing right: medium skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1632,🧑🏾‍🦯‍➡️,1F9D1 1F3FE 200D 1F9AF 200D 27A1 FE0F,person with white cane facing right: medium-dark skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1633,🧑🏿‍🦯‍➡️,1F9D1 1F3FF 200D 1F9AF 200D 27A1 FE0F,person with white cane facing right: dark skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1634,👨‍🦯,1F468 200D 1F9AF,man with white cane,杖をついた男性,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;杖をついた男性;男性;白杖をついた男性;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;杖をついた男性;男性;白杖をついた男性;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,2
1635,👨🏻‍🦯,1F468 1F3FB 200D 1F9AF,man with white cane: light skin tone,杖をついた男性（薄い肌色）,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;杖をついた男性;男性;白杖をついた男性;目;視覚;薄い肌色;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;杖をついた男性;男性;白杖をついた男性;目;視覚;薄い肌色;障がい;会話;自己紹介;親しみ;会話向き,,1
1636,👨🏼‍🦯,1F468 1F3FC 200D 1F9AF,man with white cane: medium-light skin tone,杖をついた男性（やや薄い肌色）,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;やや薄い肌色;杖をついた男性;男性;白杖をついた男性;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;やや薄い肌色;杖をついた男性;男性;白杖をついた男性;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,2
1637,👨🏽‍🦯,1F468 1F3FD 200D 1F9AF,man with white cane: medium skin tone,杖をついた男性（中間の肌色）,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;中間の肌色;杖をついた男性;男性;白杖をついた男性;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;中間の肌色;杖をついた男性;男性;白杖をついた男性;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,1
1638,👨🏾‍🦯,1F468 1F3FE 200D 1F9AF,man with white cane: medium-dark skin tone,杖をついた男性（やや濃い肌色）,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;やや濃い肌色;杖をついた男性;男性;白杖をついた男性;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;やや濃い肌色;杖をついた男性;男性;白杖をついた男性;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,1
1639,👨🏿‍🦯,1F468 1F3FF 200D 1F9AF,man with white cane: dark skin tone,杖をついた男性（濃い肌色）,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;杖をついた男性;濃い肌色;男性;白杖をついた男性;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;杖をついた男性;濃い肌色;男性;白杖をついた男性;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,1
1640,👨‍🦯‍➡️,1F468 200D 1F9AF 200D 27A1 FE0F,man with white cane facing right,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
1641,👨🏻‍🦯‍➡️,1F468 1F3FB 200D 1F9AF 200D 27A1 FE0F,man with white cane facing right: light skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1642,👨🏼‍🦯‍➡️,1F468 1F3FC 200D 1F9AF 200D 27A1 FE0F,man with white cane facing right: medium-light skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
1643,👨🏽‍🦯‍➡️,1F468 1F3FD 200D 1F9AF 200D 27A1 FE0F,man with white cane facing right: medium skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1644,👨🏾‍🦯‍➡️,1F468 1F3FE 200D 1F9AF 200D 27A1 FE0F,man with white cane facing right: medium-dark skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1645,👨🏿‍🦯‍➡️,1F468 1F3FF 200D 1F9AF 200D 27A1 FE0F,man with white cane facing right: dark skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1646,👩‍🦯,1F469 200D 1F9AF,woman with white cane,杖をついた女性,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;女性;杖をついた女性;白杖をついた女性;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;女性;杖をついた女性;白杖をついた女性;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,2
1647,👩🏻‍🦯,1F469 1F3FB 200D 1F9AF,woman with white cane: light skin tone,杖をついた女性（薄い肌色）,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;女性;杖をついた女性;白杖をついた女性;目;視覚;薄い肌色;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;女性;杖をついた女性;白杖をついた女性;目;視覚;薄い肌色;障がい;会話;自己紹介;親しみ;会話向き,,1
1648,👩🏼‍🦯,1F469 1F3FC 200D 1F9AF,woman with white cane: medium-light skin tone,杖をついた女性（やや薄い肌色）,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;やや薄い肌色;女性;杖をついた女性;白杖をついた女性;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;やや薄い肌色;女性;杖をついた女性;白杖をついた女性;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,2
1649,👩🏽‍🦯,1F469 1F3FD 200D 1F9AF,woman with white cane: medium skin tone,杖をついた女性（中間の肌色）,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;中間の肌色;女性;杖をついた女性;白杖をついた女性;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;中間の肌色;女性;杖をついた女性;白杖をついた女性;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,1
1650,👩🏾‍🦯,1F469 1F3FE 200D 1F9AF,woman with white cane: medium-dark skin tone,杖をついた女性（やや濃い肌色）,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;やや濃い肌色;女性;杖をついた女性;白杖をついた女性;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;やや濃い肌色;女性;杖をついた女性;白杖をついた女性;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,1
1651,👩🏿‍🦯,1F469 1F3FF 200D 1F9AF,woman with white cane: dark skin tone,杖をついた女性（濃い肌色）,People & Body,人と体,person-activity,活動する人,12,アクセシビリティ;女性;杖をついた女性;濃い肌色;白杖をついた女性;目;視覚;障がい;自己紹介;会話向き,会話,親しみ,アクセシビリティ;女性;杖をついた女性;濃い肌色;白杖をついた女性;目;視覚;障がい;会話;自己紹介;親しみ;会話向き,,1
1652,👩‍🦯‍➡️,1F469 200D 1F9AF 200D 27A1 FE0F,woman with white cane facing right,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
1653,👩🏻‍🦯‍➡️,1F469 1F3FB 200D 1F9AF 200D 27A1 FE0F,woman with white cane facing right: light skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1654,👩🏼‍🦯‍➡️,1F469 1F3FC 200D 1F9AF 200D 27A1 FE0F,woman with white cane facing right: medium-light skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
1655,👩🏽‍🦯‍➡️,1F469 1F3FD 200D 1F9AF 200D 27A1 FE0F,woman with white cane facing right: medium skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1656,👩🏾‍🦯‍➡️,1F469 1F3FE 200D 1F9AF 200D 27A1 FE0F,woman with white cane facing right: medium-dark skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1657,👩🏿‍🦯‍➡️,1F469 1F3FF 200D 1F9AF 200D 27A1 FE0F,woman with white cane facing right: dark skin tone,白杖の人,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1658,🧑‍🦼,1F9D1 200D 1F9BC,person in motorized wheelchair,電動車椅子の人,People & Body,人と体,person-activity,活動する人,12.1,アクセシビリティ;車いす;障がい;電動車椅子の人;自己紹介;会話向き,会話,親しみ,アクセシビリティ;車いす;障がい;電動車椅子の人;会話;自己紹介;親しみ;会話向き,,2
1659,🧑🏻‍🦼,1F9D1 1F3FB 200D 1F9BC,person in motorized wheelchair: light skin tone,電動車椅子の人（薄い肌色）,People & Body,人と体,person-activity,活動する人,12.1,アクセシビリティ;薄い肌色;車いす;障がい;電動車椅子の人;自己紹介;会話向き,会話,親しみ,アクセシビリティ;薄い肌色;車いす;障がい;電動車椅子の人;会話;自己紹介;親しみ;会話向き,,1
1660,🧑🏼‍🦼,1F9D1 1F3FC 200D 1F9BC,person in motorized wheelchair: medium-light skin tone,電動車椅子の人（やや薄い肌色）,People & Body,人と体,person-activity,活動する人,12.1,アクセシビリティ;やや薄い肌色;車いす;障がい;電動車椅子の人;自己紹介;会話向き,会話,親しみ,アクセシビリティ;やや薄い肌色;車いす;障がい;電動車椅子の人;会話;自己紹介;親しみ;会話向き,,2
1661,🧑🏽‍🦼,1F9D1 1F3FD 200D 1F9BC,person in motorized wheelchair: medium skin tone,電動車椅子の人（中間の肌色）,People & Body,人と体,person-activity,活動する人,12.1,アクセシビリティ;中間の肌色;車いす;障がい;電動車椅子の人;自己紹介;会話向き,会話,親しみ,アクセシビリティ;中間の肌色;車いす;障がい;電動車椅子の人;会話;自己紹介;親しみ;会話向き,,1
1662,🧑🏾‍🦼,1F9D1 1F3FE 200D 1F9BC,person in motorized wheelchair: medium-dark skin tone,電動車椅子の人（やや濃い肌色）,People & Body,人と体,person-activity,活動する人,12.1,アクセシビリティ;やや濃い肌色;車いす;障がい;電動車椅子の人;自己紹介;会話向き,会話,親しみ,アクセシビリティ;やや濃い肌色;車いす;障がい;電動車椅子の人;会話;自己紹介;親しみ;会話向き,,1
1663,🧑🏿‍🦼,1F9D1 1F3FF 200D 1F9BC,person in motorized wheelchair: dark skin tone,電動車椅子の人（濃い肌色）,People & Body,人と体,person-activity,活動する人,12.1,アクセシビリティ;濃い肌色;車いす;障がい;電動車椅子の人;自己紹介;会話向き,会話,親しみ,アクセシビリティ;濃い肌色;車いす;障がい;電動車椅子の人;会話;自己紹介;親しみ;会話向き,,1
1664,🧑‍🦼‍➡️,1F9D1 200D 1F9BC 200D 27A1 FE0F,person in motorized wheelchair facing right,電動車椅子,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
1665,🧑🏻‍🦼‍➡️,1F9D1 1F3FB 200D 1F9BC 200D 27A1 FE0F,person in motorized wheelchair facing right: light skin tone,電動車椅子,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,1
1666,🧑🏼‍🦼‍➡️,1F9D1 1F3FC 200D 1F9BC 200D 27A1 FE0F,person in motorized wheelchair facing right: medium-light skin tone,電動車椅子,People & Body,人と体,person-activity,活動する人,15.1,自己紹介;会話向き,会話,親しみ,会話;自己紹介;親しみ;会話向き,,2
