id,emoji,codepoints,name_en,name_ja,category,category_ja,subcategory,subcategory_ja,unicode_version,importance,direct_ja,visual_ja,context_ja,symbolic_ja,emotion_ja,action_ja,culture_ja,search_ja,abstract_group_id,abstract_group_role,abstract_variant_kind,abstract_is_source,abstract_group_key
2162,🤽🏾,1F93D 1F3FE,person playing water polo: medium-dark skin tone,水球をする人（やや濃い肌色）,People & Body,人と体,person-sport,スポーツする人,3,1,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2163,🤽🏿,1F93D 1F3FF,person playing water polo: dark skin tone,水球をする人（濃い肌色）,People & Body,人と体,person-sport,スポーツする人,3,1,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2164,🤽‍♂️,1F93D 200D 2642 FE0F,man playing water polo,水球,People & Body,人と体,person-sport,スポーツする人,4,2,人;スポーツ;水球;男性,運動;道具;男,試合;部活;応援;運動会;水球,競技;勝負;挑戦,元気;熱い,競う;運動する;水球,スポーツ,人;スポーツ;水球;男性;運動;道具;男;試合;部活;応援;運動会;競技;勝負;挑戦;元気;熱い;競う;運動する,2158,variant,gender,0,playing water polo
2165,🤽🏻‍♂️,1F93D 1F3FB 200D 2642 FE0F,man playing water polo: light skin tone,水球,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2166,🤽🏼‍♂️,1F93D 1F3FC 200D 2642 FE0F,man playing water polo: medium-light skin tone,水球,People & Body,人と体,person-sport,スポーツする人,4,2,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2167,🤽🏽‍♂️,1F93D 1F3FD 200D 2642 FE0F,man playing water polo: medium skin tone,水球,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2168,🤽🏾‍♂️,1F93D 1F3FE 200D 2642 FE0F,man playing water polo: medium-dark skin tone,水球,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2169,🤽🏿‍♂️,1F93D 1F3FF 200D 2642 FE0F,man playing water polo: dark skin tone,水球,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2170,🤽‍♀️,1F93D 200D 2640 FE0F,woman playing water polo,水球,People & Body,人と体,person-sport,スポーツする人,4,2,人;スポーツ;水球;女性,運動;道具;女,試合;部活;応援;運動会;水球,競技;勝負;挑戦,元気;熱い,競う;運動する;水球,スポーツ,人;スポーツ;水球;女性;運動;道具;女;試合;部活;応援;運動会;競技;勝負;挑戦;元気;熱い;競う;運動する,2158,variant,gender,0,playing water polo
2171,🤽🏻‍♀️,1F93D 1F3FB 200D 2640 FE0F,woman playing water polo: light skin tone,水球,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2172,🤽🏼‍♀️,1F93D 1F3FC 200D 2640 FE0F,woman playing water polo: medium-light skin tone,水球,People & Body,人と体,person-sport,スポーツする人,4,2,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2173,🤽🏽‍♀️,1F93D 1F3FD 200D 2640 FE0F,woman playing water polo: medium skin tone,水球,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2174,🤽🏾‍♀️,1F93D 1F3FE 200D 2640 FE0F,woman playing water polo: medium-dark skin tone,水球,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2175,🤽🏿‍♀️,1F93D 1F3FF 200D 2640 FE0F,woman playing water polo: dark skin tone,水球,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2158,variant,skin_gender,0,playing water polo
2176,🤾,1F93E,person playing handball,ハンドボールをする人,People & Body,人と体,person-sport,スポーツする人,3,2,人;スポーツ;ハンドボールをする人,運動;道具,試合;部活;応援;運動会,競技;勝負;挑戦,元気;熱い,競う;運動する,スポーツ,人;スポーツ;ハンドボールをする人;運動;道具;試合;部活;応援;運動会;競技;勝負;挑戦;元気;熱い;競う;運動する,2176,source,gender,1,playing handball
2177,🤾🏻,1F93E 1F3FB,person playing handball: light skin tone,ハンドボールをする人（薄い肌色）,People & Body,人と体,person-sport,スポーツする人,3,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2178,🤾🏼,1F93E 1F3FC,person playing handball: medium-light skin tone,ハンドボールをする人（やや薄い肌色）,People & Body,人と体,person-sport,スポーツする人,3,2,,,,,,,,,2176,variant,skin_gender,0,playing handball
2179,🤾🏽,1F93E 1F3FD,person playing handball: medium skin tone,ハンドボールをする人（中間の肌色）,People & Body,人と体,person-sport,スポーツする人,3,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2180,🤾🏾,1F93E 1F3FE,person playing handball: medium-dark skin tone,ハンドボールをする人（やや濃い肌色）,People & Body,人と体,person-sport,スポーツする人,3,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2181,🤾🏿,1F93E 1F3FF,person playing handball: dark skin tone,ハンドボールをする人（濃い肌色）,People & Body,人と体,person-sport,スポーツする人,3,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2182,🤾‍♂️,1F93E 200D 2642 FE0F,man playing handball,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,2,人;スポーツ;ハンドボール;男性,運動;道具;男,試合;部活;応援;運動会,競技;勝負;挑戦,元気;熱い,競う;運動する,スポーツ,人;スポーツ;ハンドボール;男性;運動;道具;男;試合;部活;応援;運動会;競技;勝負;挑戦;元気;熱い;競う;運動する,2176,variant,gender,0,playing handball
2183,🤾🏻‍♂️,1F93E 1F3FB 200D 2642 FE0F,man playing handball: light skin tone,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2184,🤾🏼‍♂️,1F93E 1F3FC 200D 2642 FE0F,man playing handball: medium-light skin tone,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,2,,,,,,,,,2176,variant,skin_gender,0,playing handball
2185,🤾🏽‍♂️,1F93E 1F3FD 200D 2642 FE0F,man playing handball: medium skin tone,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2186,🤾🏾‍♂️,1F93E 1F3FE 200D 2642 FE0F,man playing handball: medium-dark skin tone,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2187,🤾🏿‍♂️,1F93E 1F3FF 200D 2642 FE0F,man playing handball: dark skin tone,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2188,🤾‍♀️,1F93E 200D 2640 FE0F,woman playing handball,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,2,人;スポーツ;ハンドボール;女性,運動;道具;女,試合;部活;応援;運動会,競技;勝負;挑戦,元気;熱い,競う;運動する,スポーツ,人;スポーツ;ハンドボール;女性;運動;道具;女;試合;部活;応援;運動会;競技;勝負;挑戦;元気;熱い;競う;運動する,2176,variant,gender,0,playing handball
2189,🤾🏻‍♀️,1F93E 1F3FB 200D 2640 FE0F,woman playing handball: light skin tone,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2190,🤾🏼‍♀️,1F93E 1F3FC 200D 2640 FE0F,woman playing handball: medium-light skin tone,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,2,,,,,,,,,2176,variant,skin_gender,0,playing handball
2191,🤾🏽‍♀️,1F93E 1F3FD 200D 2640 FE0F,woman playing handball: medium skin tone,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2192,🤾🏾‍♀️,1F93E 1F3FE 200D 2640 FE0F,woman playing handball: medium-dark skin tone,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2193,🤾🏿‍♀️,1F93E 1F3FF 200D 2640 FE0F,woman playing handball: dark skin tone,ハンドボール,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2176,variant,skin_gender,0,playing handball
2194,🤹,1F939,person juggling,ジャグリングをする人,People & Body,人と体,person-sport,スポーツする人,3,2,人;スポーツ;ジャグリングをする人;ジャグリング,運動;道具,試合;部活;応援;運動会;ジャグリング,競技;勝負;挑戦,元気;熱い,競う;運動する;ジャグリング,スポーツ,人;スポーツ;ジャグリングをする人;ジャグリング;運動;道具;試合;部活;応援;運動会;競技;勝負;挑戦;元気;熱い;競う;運動する,2194,source,gender,1,juggling
2195,🤹🏻,1F939 1F3FB,person juggling: light skin tone,ジャグリングをする人（薄い肌色）,People & Body,人と体,person-sport,スポーツする人,3,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2196,🤹🏼,1F939 1F3FC,person juggling: medium-light skin tone,ジャグリングをする人（やや薄い肌色）,People & Body,人と体,person-sport,スポーツする人,3,2,,,,,,,,,2194,variant,skin_gender,0,juggling
2197,🤹🏽,1F939 1F3FD,person juggling: medium skin tone,ジャグリングをする人（中間の肌色）,People & Body,人と体,person-sport,スポーツする人,3,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2198,🤹🏾,1F939 1F3FE,person juggling: medium-dark skin tone,ジャグリングをする人（やや濃い肌色）,People & Body,人と体,person-sport,スポーツする人,3,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2199,🤹🏿,1F939 1F3FF,person juggling: dark skin tone,ジャグリングをする人（濃い肌色）,People & Body,人と体,person-sport,スポーツする人,3,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2200,🤹‍♂️,1F939 200D 2642 FE0F,man juggling,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,2,人;スポーツ;ジャグリング;男性,運動;道具;男,試合;部活;応援;運動会;ジャグリング,競技;勝負;挑戦,元気;熱い,競う;運動する;ジャグリング,スポーツ,人;スポーツ;ジャグリング;男性;運動;道具;男;試合;部活;応援;運動会;競技;勝負;挑戦;元気;熱い;競う;運動する,2194,variant,gender,0,juggling
2201,🤹🏻‍♂️,1F939 1F3FB 200D 2642 FE0F,man juggling: light skin tone,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2202,🤹🏼‍♂️,1F939 1F3FC 200D 2642 FE0F,man juggling: medium-light skin tone,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,2,,,,,,,,,2194,variant,skin_gender,0,juggling
2203,🤹🏽‍♂️,1F939 1F3FD 200D 2642 FE0F,man juggling: medium skin tone,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2204,🤹🏾‍♂️,1F939 1F3FE 200D 2642 FE0F,man juggling: medium-dark skin tone,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2205,🤹🏿‍♂️,1F939 1F3FF 200D 2642 FE0F,man juggling: dark skin tone,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2206,🤹‍♀️,1F939 200D 2640 FE0F,woman juggling,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,2,人;スポーツ;ジャグリング;女性,運動;道具;女,試合;部活;応援;運動会;ジャグリング,競技;勝負;挑戦,元気;熱い,競う;運動する;ジャグリング,スポーツ,人;スポーツ;ジャグリング;女性;運動;道具;女;試合;部活;応援;運動会;競技;勝負;挑戦;元気;熱い;競う;運動する,2194,variant,gender,0,juggling
2207,🤹🏻‍♀️,1F939 1F3FB 200D 2640 FE0F,woman juggling: light skin tone,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2208,🤹🏼‍♀️,1F939 1F3FC 200D 2640 FE0F,woman juggling: medium-light skin tone,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,2,,,,,,,,,2194,variant,skin_gender,0,juggling
2209,🤹🏽‍♀️,1F939 1F3FD 200D 2640 FE0F,woman juggling: medium skin tone,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2210,🤹🏾‍♀️,1F939 1F3FE 200D 2640 FE0F,woman juggling: medium-dark skin tone,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2211,🤹🏿‍♀️,1F939 1F3FF 200D 2640 FE0F,woman juggling: dark skin tone,ジャグリング,People & Body,人と体,person-sport,スポーツする人,4,1,,,,,,,,,2194,variant,skin_gender,0,juggling
2212,🧘,1F9D8,person in lotus position,ヨガのポーズをする人,People & Body,人と体,person-resting,休む人,5,2,人;休む人;ヨガのポーズをする人;座禅;瞑想;ヨガ,横になる;座る,休憩;睡眠;ホテル;リラックス;座禅;瞑想;ヨガ,休息;回復,落ち着く;眠い,休む;寝る;座禅;瞑想;ヨガ,,人;休む人;ヨガのポーズをする人;座禅;瞑想;ヨガ;横になる;座る;休憩;睡眠;ホテル;リラックス;休息;回復;落ち着く;眠い;休む;寝る,2212,source,gender,1,in lotus position
2213,🧘🏻,1F9D8 1F3FB,person in lotus position: light skin tone,ヨガのポーズをする人（薄い肌色）,People & Body,人と体,person-resting,休む人,5,1,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2214,🧘🏼,1F9D8 1F3FC,person in lotus position: medium-light skin tone,ヨガのポーズをする人（やや薄い肌色）,People & Body,人と体,person-resting,休む人,5,2,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2215,🧘🏽,1F9D8 1F3FD,person in lotus position: medium skin tone,ヨガのポーズをする人（中間の肌色）,People & Body,人と体,person-resting,休む人,5,1,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2216,🧘🏾,1F9D8 1F3FE,person in lotus position: medium-dark skin tone,ヨガのポーズをする人（やや濃い肌色）,People & Body,人と体,person-resting,休む人,5,1,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2217,🧘🏿,1F9D8 1F3FF,person in lotus position: dark skin tone,ヨガのポーズをする人（濃い肌色）,People & Body,人と体,person-resting,休む人,5,1,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2218,🧘‍♂️,1F9D8 200D 2642 FE0F,man in lotus position,座禅,People & Body,人と体,person-resting,休む人,5,2,人;休む人;座禅;男性;瞑想;ヨガ,横になる;座る;男,休憩;睡眠;ホテル;リラックス;座禅;瞑想;ヨガ,休息;回復,落ち着く;眠い,休む;寝る;座禅;瞑想;ヨガ,,人;休む人;座禅;男性;瞑想;ヨガ;横になる;座る;男;休憩;睡眠;ホテル;リラックス;休息;回復;落ち着く;眠い;休む;寝る,2212,variant,gender,0,in lotus position
2219,🧘🏻‍♂️,1F9D8 1F3FB 200D 2642 FE0F,man in lotus position: light skin tone,座禅,People & Body,人と体,person-resting,休む人,5,1,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2220,🧘🏼‍♂️,1F9D8 1F3FC 200D 2642 FE0F,man in lotus position: medium-light skin tone,座禅,People & Body,人と体,person-resting,休む人,5,2,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2221,🧘🏽‍♂️,1F9D8 1F3FD 200D 2642 FE0F,man in lotus position: medium skin tone,座禅,People & Body,人と体,person-resting,休む人,5,1,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2222,🧘🏾‍♂️,1F9D8 1F3FE 200D 2642 FE0F,man in lotus position: medium-dark skin tone,座禅,People & Body,人と体,person-resting,休む人,5,1,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2223,🧘🏿‍♂️,1F9D8 1F3FF 200D 2642 FE0F,man in lotus position: dark skin tone,座禅,People & Body,人と体,person-resting,休む人,5,1,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2224,🧘‍♀️,1F9D8 200D 2640 FE0F,woman in lotus position,座禅,People & Body,人と体,person-resting,休む人,5,2,人;休む人;座禅;女性;瞑想;ヨガ,横になる;座る;女,休憩;睡眠;ホテル;リラックス;座禅;瞑想;ヨガ,休息;回復,落ち着く;眠い,休む;寝る;座禅;瞑想;ヨガ,,人;休む人;座禅;女性;瞑想;ヨガ;横になる;座る;女;休憩;睡眠;ホテル;リラックス;休息;回復;落ち着く;眠い;休む;寝る,2212,variant,gender,0,in lotus position
2225,🧘🏻‍♀️,1F9D8 1F3FB 200D 2640 FE0F,woman in lotus position: light skin tone,座禅,People & Body,人と体,person-resting,休む人,5,1,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2226,🧘🏼‍♀️,1F9D8 1F3FC 200D 2640 FE0F,woman in lotus position: medium-light skin tone,座禅,People & Body,人と体,person-resting,休む人,5,2,,,,,,,,,2212,variant,skin_gender,0,in lotus position
2227,🧘🏽‍♀️,1F9D8 1F3FD 200D 2640 FE0F,woman in lotus position: medium skin tone,座禅,People & Body,人と体,person-resting,休む人,5,1,,,,,,,,,2212,variant,skin_gender,0,in lotus position
